epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,3095.82,1.07669,0.52086,0.82538,0.79826,0.5517,0.64172,0.29834,1.73237,0.81523,1.00324,0.000664914,0.000664914,0.000664914
186,3113.66,1.12034,0.53854,0.82512,0.78936,0.5631,0.64443,0.30682,1.7102,0.81646,1.00239,0.000655216,0.000655216,0.000655216
187,3125.36,1.06778,0.51725,0.81744,0.8064,0.55347,0.64448,0.30375,1.70556,0.81989,0.99839,0.000645557,0.000645557,0.000645557
188,3156.91,1.07765,0.51744,0.81927,0.81109,0.55373,0.64903,0.30857,1.7149,0.83873,1.0035,0.000635938,0.000635938,0.000635938
189,3165.36,1.03769,0.50016,0.81949,0.80613,0.55499,0.64726,0.30971,1.70398,0.83237,1.00563,0.00062636,0.00062636,0.00062636
190,3177.4,1.07118,0.51915,0.82305,0.79667,0.55854,0.64748,0.30655,1.71353,0.81751,1.00473,0.000616824,0.000616824,0.000616824
191,3196.13,1.12547,0.54303,0.81593,0.80543,0.55347,0.64514,0.30337,1.71228,0.80414,1.0052,0.000607331,0.000607331,0.000607331
192,3236.72,1.08764,0.52768,0.82183,0.78879,0.56596,0.64498,0.30809,1.69637,0.81857,0.99784,0.000597882,0.000597882,0.000597882
193,3254.27,1.09232,0.526,0.81728,0.78416,0.5707,0.6542,0.31375,1.69736,0.82522,1.00191,0.000588479,0.000588479,0.000588479
194,3272.8,1.13328,0.54757,0.82026,0.77929,0.55744,0.64117,0.3016,1.714,0.82717,0.99622,0.000579121,0.000579121,0.000579121
195,3281.41,1.10265,0.5258,0.82086,0.8014,0.55981,0.65069,0.31532,1.69598,0.8066,0.99503,0.000569811,0.000569811,0.000569811
196,3303.93,1.06972,0.51106,0.81448,0.79456,0.55499,0.64157,0.30427,1.71416,0.82786,0.9979,0.000560549,0.000560549,0.000560549
197,3336.42,1.08304,0.51965,0.81678,0.77679,0.56707,0.64648,0.307,1.70428,0.81036,0.99607,0.000551337,0.000551337,0.000551337
198,3353.44,1.08285,0.52604,0.82281,0.77603,0.56057,0.64029,0.30031,1.71227,0.82268,0.99682,0.000542175,0.000542175,0.000542175
199,3364.36,1.09631,0.52828,0.81357,0.79336,0.56238,0.64823,0.30641,1.70856,0.81941,1.00153,0.000533064,0.000533064,0.000533064
200,3385.16,1.0639,0.51336,0.81625,0.78253,0.5681,0.6447,0.30289,1.71885,0.81695,1.00082,0.000524005,0.000524005,0.000524005
201,3408.29,1.06175,0.51199,0.81656,0.80102,0.54942,0.63752,0.30204,1.71883,0.81724,1.0057,0.000515,0.000515,0.000515
202,3417.81,1.07954,0.51879,0.81437,0.76933,0.56798,0.64621,0.30797,1.70571,0.82132,1.00299,0.000506049,0.000506049,0.000506049
203,3428.31,1.10845,0.52391,0.81496,0.7809,0.56893,0.65371,0.31176,1.70372,0.82412,0.99984,0.000497153,0.000497153,0.000497153
204,3437.07,1.06699,0.5166,0.81768,0.78326,0.56412,0.64548,0.30889,1.70461,0.81378,1.00454,0.000488314,0.000488314,0.000488314
205,3459.39,1.08033,0.51967,0.818,0.79161,0.56209,0.64607,0.30637,1.7074,0.81709,1.00363,0.000479531,0.000479531,0.000479531
206,3474.37,1.07962,0.51506,0.81778,0.80861,0.55094,0.65028,0.3061,1.72092,0.82703,1.00403,0.000470807,0.000470807,0.000470807
207,3482.94,1.06308,0.5088,0.8143,0.80635,0.55854,0.65143,0.30599,1.71684,0.82035,1.00161,0.000462142,0.000462142,0.000462142
208,3491.69,1.08678,0.52152,0.81803,0.7902,0.56716,0.65042,0.31074,1.69778,0.80432,1.00163,0.000453537,0.000453537,0.000453537
209,3500.14,1.03566,0.50203,0.81576,0.78451,0.56923,0.64714,0.30778,1.69863,0.81231,1.00052,0.000444994,0.000444994,0.000444994
210,3508.55,1.02208,0.4916,0.81465,0.79592,0.5593,0.64666,0.30542,1.71384,0.8139,1.00356,0.000436512,0.000436512,0.000436512
211,3526.76,1.03568,0.5013,0.81722,0.78425,0.55955,0.63999,0.30013,1.72035,0.81746,1.00181,0.000428093,0.000428093,0.000428093
212,3536.19,1.04798,0.50175,0.81777,0.77517,0.56665,0.64643,0.30683,1.71367,0.8085,1.00471,0.000419737,0.000419737,0.000419737
213,3553.7,1.03797,0.50102,0.81545,0.77567,0.5702,0.64813,0.30934,1.69733,0.80263,1.00177,0.000411447,0.000411447,0.000411447
214,3565.35,1.05792,0.50351,0.8185,0.78911,0.568,0.65131,0.31229,1.68951,0.80236,1.00188,0.000403222,0.000403222,0.000403222
215,3588.19,1.07552,0.5082,0.81153,0.78542,0.56183,0.64537,0.30799,1.69714,0.81212,1.00179,0.000395064,0.000395064,0.000395064
216,3619.77,1.07008,0.51126,0.81558,0.78705,0.56196,0.64478,0.3086,1.69419,0.82002,0.9996,0.000386973,0.000386973,0.000386973
217,3628.91,1.02832,0.49838,0.81698,0.78484,0.5685,0.64841,0.30731,1.69743,0.80673,1.00017,0.00037895,0.00037895,0.00037895
218,3638.06,1.04646,0.50729,0.81317,0.79547,0.56716,0.6508,0.31251,1.68437,0.80519,0.99716,0.000370997,0.000370997,0.000370997
219,3647.4,1.06232,0.50665,0.81794,0.79218,0.56766,0.65207,0.30708,1.69927,0.798,1.00028,0.000363114,0.000363114,0.000363114
220,3656.39,1.00829,0.48906,0.81393,0.79794,0.56741,0.65468,0.31713,1.67949,0.81175,0.99742,0.000355301,0.000355301,0.000355301
221,3672.12,1.02159,0.49309,0.81202,0.78995,0.56412,0.6475,0.30372,1.71457,0.82194,1.00547,0.000347561,0.000347561,0.000347561
222,3681.22,1.04992,0.50528,0.81078,0.80383,0.5597,0.65094,0.31167,1.70366,0.8194,1.0064,0.000339893,0.000339893,0.000339893
223,3741.26,1.02361,0.49988,0.81139,0.78468,0.56918,0.64964,0.30358,1.71821,0.82414,1.00771,0.000332298,0.000332298,0.000332298
224,3750.31,1.05095,0.50036,0.81301,0.7922,0.57292,0.6539,0.3113,1.70225,0.80824,1.0078,0.000324778,0.000324778,0.000324778
225,3759.57,1.04322,0.49674,0.81056,0.79521,0.56879,0.65421,0.30771,1.70901,0.81739,1.003,0.000317333,0.000317333,0.000317333
226,3785.82,1.05472,0.50237,0.81314,0.78378,0.57527,0.6562,0.31096,1.69047,0.80816,1.00213,0.000309964,0.000309964,0.000309964
227,3863.25,1.05995,0.50741,0.8118,0.78983,0.56716,0.64996,0.30563,1.70477,0.81448,1.00205,0.000302672,0.000302672,0.000302672
228,3879.73,1.01243,0.48977,0.81482,0.7883,0.57197,0.65327,0.30932,1.70293,0.80321,1.00406,0.000295457,0.000295457,0.000295457
229,3892.01,1.07483,0.5181,0.81332,0.78578,0.57354,0.65237,0.30621,1.70688,0.80518,1.0023,0.000288321,0.000288321,0.000288321
230,3900.69,1.03177,0.49512,0.80971,0.80263,0.56681,0.65471,0.31409,1.69401,0.80864,1.00021,0.000281264,0.000281264,0.000281264
231,3919.22,1.02585,0.49318,0.81237,0.77994,0.57575,0.65259,0.30751,1.70551,0.81178,1.00208,0.000274287,0.000274287,0.000274287
232,3927.86,0.98958,0.47876,0.81136,0.79538,0.56564,0.65065,0.30918,1.70167,0.81637,1.00377,0.00026739,0.00026739,0.00026739
233,3936.73,1.01762,0.48653,0.81086,0.78137,0.56868,0.65112,0.30989,1.69717,0.80978,1.0041,0.000260575,0.000260575,0.000260575
234,3945.5,0.99048,0.48074,0.81267,0.78631,0.56136,0.64647,0.30786,1.70119,0.81637,1.00268,0.000253842,0.000253842,0.000253842
235,3954.1,1.02347,0.49025,0.81375,0.79425,0.55905,0.64544,0.30946,1.70377,0.81981,1.00362,0.000247192,0.000247192,0.000247192
236,3962.67,1.01361,0.48819,0.81024,0.77996,0.56361,0.64759,0.30699,1.70776,0.81765,1.00533,0.000240625,0.000240625,0.000240625
237,3971.12,1.01035,0.4861,0.81008,0.78961,0.56741,0.6496,0.3105,1.70309,0.82069,1.003,0.000234143,0.000234143,0.000234143
238,3979.88,1.00989,0.4811,0.80675,0.78612,0.56911,0.65099,0.31345,1.69178,0.80856,0.99876,0.000227747,0.000227747,0.000227747
239,3998.58,1.02391,0.49069,0.80884,0.79389,0.56386,0.65057,0.31217,1.68997,0.81501,0.9976,0.000221435,0.000221435,0.000221435
240,4007.09,0.98927,0.47942,0.81426,0.79538,0.5615,0.64909,0.31084,1.69678,0.81922,0.99893,0.000215211,0.000215211,0.000215211
241,4029.61,0.99408,0.48312,0.81242,0.78771,0.56137,0.64966,0.3072,1.70939,0.81909,1.00242,0.000209073,0.000209073,0.000209073
242,4050.69,1.02405,0.4897,0.81019,0.80462,0.55418,0.64662,0.30751,1.69769,0.81373,1.00125,0.000203023,0.000203023,0.000203023
243,4072.53,1.03993,0.4974,0.80979,0.79691,0.56282,0.64966,0.31073,1.68885,0.80641,1.00208,0.000197062,0.000197062,0.000197062
244,4081.85,0.99898,0.47858,0.81148,0.79383,0.56462,0.65008,0.30889,1.70674,0.81589,1.00401,0.00019119,0.00019119,0.00019119
245,4114.68,1.02212,0.49075,0.8076,0.79947,0.56377,0.65411,0.30978,1.70632,0.81642,1.00516,0.000185408,0.000185408,0.000185408
246,4123.65,1.01883,0.49096,0.80822,0.79355,0.56412,0.65306,0.30837,1.71058,0.81946,1.00141,0.000179716,0.000179716,0.000179716
247,4132.96,1.03126,0.49694,0.80879,0.79605,0.5631,0.65275,0.31307,1.69155,0.81368,1.00207,0.000174115,0.000174115,0.000174115
248,4158.62,1.01018,0.49085,0.80931,0.7941,0.55955,0.65049,0.31026,1.68908,0.81429,0.9999,0.000168606,0.000168606,0.000168606
249,4183.5,0.98014,0.47103,0.8047,0.79571,0.55651,0.64599,0.30559,1.70555,0.81745,1.00332,0.000163189,0.000163189,0.000163189
250,4199.41,1.0083,0.48449,0.80914,0.79903,0.55416,0.64616,0.30932,1.69404,0.81628,1.00225,0.000157865,0.000157865,0.000157865
251,4209.92,1.00136,0.48449,0.8122,0.78753,0.56234,0.64926,0.30833,1.70613,0.82194,1.0053,0.000152635,0.000152635,0.000152635
252,4239.43,1.00099,0.48222,0.80867,0.80039,0.55981,0.65141,0.30767,1.70778,0.82301,1.004,0.000147498,0.000147498,0.000147498
253,4248.41,0.97914,0.47512,0.80945,0.80449,0.5593,0.65371,0.30947,1.69973,0.81817,1.00498,0.000142456,0.000142456,0.000142456
254,4278.87,0.98858,0.47596,0.80775,0.8028,0.55778,0.65128,0.30935,1.7019,0.82231,1.00608,0.00013751,0.00013751,0.00013751
255,4287.7,0.93865,0.45444,0.80695,0.81882,0.55119,0.65052,0.30853,1.70545,0.81517,1.01058,0.000132658,0.000132658,0.000132658
256,4310.18,0.98443,0.47663,0.80963,0.81229,0.55575,0.65277,0.31166,1.69254,0.8136,1.00548,0.000127904,0.000127904,0.000127904
257,4326.15,1.01053,0.48243,0.81109,0.81167,0.55449,0.65076,0.31203,1.69181,0.81981,1.00413,0.000123245,0.000123245,0.000123245
258,4380.73,0.97049,0.46781,0.8091,0.81323,0.55723,0.65158,0.31097,1.70305,0.82318,1.00622,0.000118684,0.000118684,0.000118684
259,4389.71,0.96555,0.46642,0.80753,0.80832,0.55785,0.65096,0.31235,1.69476,0.82227,1.00416,0.000114221,0.000114221,0.000114221
260,4442.58,1.02619,0.4907,0.8074,0.80257,0.56133,0.65359,0.31326,1.69468,0.81312,1.00206,0.000109856,0.000109856,0.000109856
261,4451.77,0.98142,0.47508,0.80978,0.80669,0.55944,0.65404,0.31313,1.6913,0.81741,1.00221,0.00010559,0.00010559,0.00010559
262,4461.44,0.99673,0.47931,0.8083,0.8094,0.55637,0.65259,0.31139,1.69659,0.81482,1.00326,0.000101423,0.000101423,0.000101423
263,4470.99,0.95131,0.46137,0.80417,0.80552,0.55955,0.65321,0.31213,1.6975,0.80719,1.00312,9.73555e-05,9.73555e-05,9.73555e-05
264,4480.2,0.98983,0.4738,0.80564,0.80135,0.56133,0.65387,0.31115,1.69951,0.81288,1.00417,9.33881e-05,9.33881e-05,9.33881e-05
265,4489.43,1.03905,0.49545,0.80685,0.79928,0.56209,0.6526,0.31022,1.69378,0.81217,1.00257,8.95213e-05,8.95213e-05,8.95213e-05
266,4502.01,0.9785,0.47348,0.8035,0.80646,0.55854,0.65562,0.31107,1.69504,0.81762,1.0021,8.57554e-05,8.57554e-05,8.57554e-05
267,4511.06,1.00011,0.48121,0.80738,0.79995,0.56209,0.65423,0.31193,1.69272,0.82096,1.00127,8.20908e-05,8.20908e-05,8.20908e-05
268,4524.74,1.01217,0.48413,0.80761,0.79098,0.56361,0.65295,0.31138,1.69508,0.81834,1.00296,7.8528e-05,7.8528e-05,7.8528e-05
269,4535.88,0.96626,0.46871,0.80604,0.80122,0.55651,0.65042,0.31185,1.69182,0.80972,1.00308,7.50674e-05,7.50674e-05,7.50674e-05
270,4555.6,0.98955,0.48289,0.80972,0.80341,0.56133,0.65449,0.31202,1.69617,0.81005,1.00466,7.17093e-05,7.17093e-05,7.17093e-05
271,4574.78,0.96564,0.46942,0.80549,0.81178,0.55575,0.65354,0.31207,1.69494,0.81063,1.00549,6.8454e-05,6.8454e-05,6.8454e-05
272,4584.71,0.92071,0.45348,0.80619,0.8004,0.55995,0.65331,0.30866,1.70099,0.8147,1.00572,6.53021e-05,6.53021e-05,6.53021e-05
273,4593.95,1.00562,0.48584,0.80781,0.80964,0.55449,0.65144,0.30977,1.69939,0.81704,1.00615,6.22537e-05,6.22537e-05,6.22537e-05
274,4602.78,0.95942,0.46415,0.80734,0.79246,0.56209,0.64854,0.30985,1.69808,0.81536,1.00538,5.93093e-05,5.93093e-05,5.93093e-05
275,4633.46,0.99035,0.47587,0.80732,0.78831,0.56623,0.65243,0.31006,1.70172,0.81621,1.00809,5.64691e-05,5.64691e-05,5.64691e-05
276,4661.52,0.98764,0.48204,0.80552,0.78871,0.56031,0.65112,0.31022,1.70416,0.81469,1.00974,5.37334e-05,5.37334e-05,5.37334e-05
277,4670.47,0.92288,0.45135,0.80684,0.80319,0.55435,0.6496,0.30927,1.69807,0.81458,1.00677,5.11027e-05,5.11027e-05,5.11027e-05
278,4736.94,0.96695,0.46633,0.80715,0.806,0.5538,0.64936,0.3103,1.69988,0.81609,1.00642,4.85771e-05,4.85771e-05,4.85771e-05
279,4748.58,0.95613,0.46319,0.80781,0.80823,0.55347,0.64954,0.30941,1.69974,0.81476,1.00524,4.61569e-05,4.61569e-05,4.61569e-05
280,4785.8,0.96138,0.46541,0.80557,0.81479,0.55187,0.65089,0.3123,1.6923,0.81653,1.00308,4.38424e-05,4.38424e-05,4.38424e-05
281,4799.05,0.97184,0.46719,0.81068,0.80726,0.55513,0.65177,0.31345,1.69221,0.81772,1.00353,4.16339e-05,4.16339e-05,4.16339e-05
282,4828.98,0.94488,0.45775,0.80641,0.80463,0.5584,0.6537,0.31317,1.69278,0.81469,1.00423,3.95315e-05,3.95315e-05,3.95315e-05
283,4852.53,0.98401,0.47575,0.80502,0.8079,0.55633,0.65232,0.31337,1.69417,0.81227,1.00504,3.75356e-05,3.75356e-05,3.75356e-05
284,4879.15,0.97168,0.47131,0.80332,0.80722,0.55677,0.65195,0.31134,1.69807,0.81301,1.00397,3.56463e-05,3.56463e-05,3.56463e-05
285,4887.75,0.95149,0.4629,0.80721,0.79503,0.56183,0.65222,0.30931,1.70493,0.81248,1.0064,3.38639e-05,3.38639e-05,3.38639e-05
286,4906.24,1.00712,0.48368,0.81084,0.7888,0.56223,0.65264,0.31036,1.69984,0.8145,1.00587,3.21885e-05,3.21885e-05,3.21885e-05
287,4941.38,0.97948,0.47576,0.80948,0.79979,0.55727,0.65157,0.3114,1.69902,0.81629,1.00582,3.06204e-05,3.06204e-05,3.06204e-05
288,4950.21,1.00404,0.48513,0.80783,0.78622,0.56293,0.65141,0.31108,1.7001,0.81566,1.00618,2.91596e-05,2.91596e-05,2.91596e-05
289,4958.91,0.95483,0.46043,0.80793,0.79214,0.56014,0.65121,0.31213,1.69521,0.81231,1.0056,2.78064e-05,2.78064e-05,2.78064e-05
290,4978.96,0.98014,0.4714,0.80827,0.77959,0.56665,0.65196,0.31199,1.69576,0.81235,1.00687,2.6561e-05,2.6561e-05,2.6561e-05
291,5004.03,0.9805,0.46576,0.80686,0.77114,0.5669,0.64612,0.30678,1.70178,0.80718,1.01087,2.54233e-05,2.54233e-05,2.54233e-05
292,5012.96,0.99734,0.47601,0.8089,0.77351,0.56412,0.64239,0.30341,1.70781,0.81244,1.01023,2.43937e-05,2.43937e-05,2.43937e-05
293,5026.42,0.97022,0.45965,0.80759,0.77688,0.56209,0.64269,0.30163,1.70779,0.80874,1.01,2.34721e-05,2.34721e-05,2.34721e-05
294,5035.36,0.97903,0.46335,0.80727,0.78243,0.55677,0.64154,0.30215,1.70842,0.80753,1.01117,2.26587e-05,2.26587e-05,2.26587e-05
295,5044.65,0.96248,0.45979,0.80589,0.7875,0.55691,0.64225,0.30298,1.70943,0.80898,1.01279,2.19535e-05,2.19535e-05,2.19535e-05
296,5053.47,0.99352,0.47185,0.80587,0.79601,0.55271,0.64238,0.30398,1.70795,0.81263,1.01431,2.13568e-05,2.13568e-05,2.13568e-05
297,5065.54,0.94728,0.44998,0.80478,0.80156,0.55297,0.64353,0.30602,1.70209,0.81345,1.01316,2.08684e-05,2.08684e-05,2.08684e-05
298,5074.33,0.9392,0.44778,0.80993,0.80323,0.55677,0.64608,0.30709,1.70327,0.81669,1.01287,2.04885e-05,2.04885e-05,2.04885e-05
299,5083.04,0.97241,0.46428,0.80591,0.79993,0.55524,0.64324,0.30554,1.7052,0.82122,1.01275,2.02171e-05,2.02171e-05,2.02171e-05
300,5097.27,0.96105,0.45933,0.80455,0.80234,0.55447,0.64431,0.30551,1.70731,0.82109,1.01203,2.00543e-05,2.00543e-05,2.00543e-05
