epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,378.869,1.46955,0.7285,0.88353,0.79419,0.52864,0.61029,0.28097,1.76088,0.84996,0.99722,0.00198435,0.00198435,0.00198435
19,387.365,1.46515,0.72181,0.88218,0.78506,0.5276,0.60261,0.26527,1.78398,0.87257,0.98964,0.00198246,0.00198246,0.00198246
20,412.729,1.51968,0.75878,0.88488,0.76218,0.51774,0.59698,0.28057,1.79273,0.85859,0.99778,0.00198047,0.00198047,0.00198047
21,426.495,1.46142,0.72877,0.87766,0.78865,0.53447,0.6196,0.28983,1.7463,0.84184,0.98526,0.00197837,0.00197837,0.00197837
22,449.831,1.45114,0.71416,0.87536,0.77751,0.53844,0.61304,0.2881,1.71112,0.85591,0.98878,0.00197616,0.00197616,0.00197616
23,463.515,1.47888,0.73662,0.87432,0.75744,0.51912,0.59467,0.271,1.77832,0.88328,0.99581,0.00197384,0.00197384,0.00197384
24,493.517,1.45426,0.72134,0.87729,0.77214,0.52129,0.59976,0.26375,1.78537,0.89566,0.98988,0.00197142,0.00197142,0.00197142
25,519.827,1.44621,0.71385,0.8766,0.79498,0.52571,0.61444,0.28669,1.73064,0.85041,0.98155,0.0019689,0.0019689,0.0019689
26,535.806,1.44237,0.70977,0.8813,0.78501,0.54004,0.61416,0.28821,1.72218,0.85337,0.98874,0.00196627,0.00196627,0.00196627
27,544.91,1.47278,0.71891,0.87954,0.80147,0.53041,0.62512,0.29706,1.74544,0.88402,0.99119,0.00196353,0.00196353,0.00196353
28,562.069,1.44744,0.7164,0.87411,0.80156,0.53066,0.61707,0.29418,1.73726,0.85192,0.98488,0.00196069,0.00196069,0.00196069
29,571.885,1.42046,0.6986,0.87026,0.78283,0.52179,0.60167,0.27651,1.77379,0.86462,0.99023,0.00195775,0.00195775,0.00195775
30,591.412,1.45007,0.71367,0.87569,0.77827,0.54714,0.61619,0.28789,1.73886,0.85557,0.99067,0.0019547,0.0019547,0.0019547
31,651.014,1.48073,0.71492,0.8685,0.75966,0.53347,0.60648,0.26383,1.81398,0.86977,0.998,0.00195155,0.00195155,0.00195155
32,752.755,1.45961,0.72193,0.87224,0.79589,0.51749,0.60175,0.25872,1.82732,0.89156,0.99141,0.00194829,0.00194829,0.00194829
33,777.154,1.45925,0.71563,0.87425,0.77162,0.53117,0.61057,0.28137,1.74597,0.89764,0.98923,0.00194493,0.00194493,0.00194493
34,794.996,1.41761,0.70228,0.87245,0.79649,0.52788,0.61452,0.28272,1.77908,0.8635,0.9946,0.00194147,0.00194147,0.00194147
35,803.522,1.4535,0.71397,0.87268,0.81298,0.52357,0.61961,0.29058,1.75563,0.85282,0.98835,0.00193791,0.00193791,0.00193791
36,815.981,1.39432,0.68901,0.86866,0.79997,0.53472,0.62419,0.2933,1.73914,0.85373,0.98741,0.00193424,0.00193424,0.00193424
37,840.224,1.39423,0.68723,0.8711,0.78368,0.54967,0.62792,0.29989,1.71868,0.83579,0.97901,0.00193048,0.00193048,0.00193048
38,852.668,1.45382,0.71006,0.87629,0.76951,0.52103,0.60581,0.27711,1.76872,0.89364,0.99294,0.00192661,0.00192661,0.00192661
39,862.043,1.37259,0.67767,0.87538,0.79319,0.53523,0.62708,0.28667,1.76752,0.86429,0.98821,0.00192264,0.00192264,0.00192264
40,878.839,1.44526,0.71413,0.87087,0.7813,0.55768,0.63085,0.28859,1.74673,0.84539,0.98437,0.00191858,0.00191858,0.00191858
41,916.575,1.45016,0.70374,0.86898,0.78272,0.537,0.61452,0.26975,1.80113,0.89323,0.99492,0.00191441,0.00191441,0.00191441
42,925.17,1.41003,0.69456,0.8691,0.77529,0.5441,0.61467,0.28087,1.77894,0.88002,0.9865,0.00191014,0.00191014,0.00191014
43,946.621,1.40553,0.68815,0.867,0.78452,0.52965,0.60908,0.27699,1.75672,0.85178,0.98349,0.00190578,0.00190578,0.00190578
44,955.999,1.43635,0.69374,0.86914,0.80562,0.54384,0.63294,0.29617,1.74716,0.83391,0.99301,0.00190132,0.00190132,0.00190132
45,976.152,1.41454,0.68229,0.8663,0.79569,0.55268,0.63079,0.29165,1.72378,0.82983,0.97669,0.00189675,0.00189675,0.00189675
46,989.157,1.39055,0.66885,0.86919,0.78278,0.55601,0.63369,0.28656,1.75849,0.85553,0.97642,0.0018921,0.0018921,0.0018921
47,1003.81,1.43834,0.70183,0.86687,0.80091,0.54764,0.63263,0.28824,1.79574,0.87686,1.00284,0.00188734,0.00188734,0.00188734
48,1019.55,1.38142,0.67456,0.86603,0.79206,0.54562,0.63059,0.29101,1.75981,0.83861,0.9855,0.00188249,0.00188249,0.00188249
49,1028.7,1.45262,0.71033,0.8702,0.76079,0.55955,0.62773,0.29062,1.73896,0.85294,0.98376,0.00187754,0.00187754,0.00187754
50,1037.72,1.40206,0.68112,0.86912,0.78851,0.55398,0.63533,0.29356,1.74772,0.83342,0.98598,0.0018725,0.0018725,0.0018725
51,1048.57,1.42655,0.68903,0.86831,0.78716,0.53675,0.61809,0.28051,1.77863,0.84199,0.98641,0.00186737,0.00186737,0.00186737
52,1057.71,1.38091,0.67314,0.86006,0.79454,0.53311,0.61016,0.27637,1.77275,0.84102,0.98728,0.00186213,0.00186213,0.00186213
53,1073.89,1.36177,0.66662,0.86287,0.79844,0.53707,0.62353,0.2894,1.72945,0.81972,0.98391,0.00185681,0.00185681,0.00185681
54,1082.99,1.39146,0.67467,0.86258,0.80266,0.53827,0.62814,0.2913,1.72894,0.84024,0.99611,0.00185139,0.00185139,0.00185139
55,1091.96,1.39849,0.68004,0.8693,0.78332,0.54054,0.62427,0.28793,1.7583,0.85634,0.98546,0.00184588,0.00184588,0.00184588
56,1139.7,1.42335,0.6887,0.85936,0.80547,0.54866,0.63828,0.29837,1.73873,0.86472,0.9779,0.00184028,0.00184028,0.00184028
57,1148.77,1.3863,0.67472,0.85599,0.78305,0.55339,0.63835,0.29794,1.72925,0.87003,0.98458,0.00183459,0.00183459,0.00183459
58,1168.98,1.4081,0.68722,0.85997,0.8013,0.53655,0.61464,0.27833,1.79652,0.86442,1.00666,0.00182881,0.00182881,0.00182881
59,1178.09,1.409,0.68106,0.86268,0.78725,0.52838,0.61176,0.27502,1.80417,0.8693,1.01162,0.00182294,0.00182294,0.00182294
60,1188.57,1.40618,0.69438,0.86263,0.77492,0.53472,0.61563,0.29012,1.72217,0.84969,0.98579,0.00181698,0.00181698,0.00181698
61,1197.8,1.33096,0.65735,0.86352,0.73732,0.56082,0.62004,0.278,1.75608,0.83743,0.98967,0.00181093,0.00181093,0.00181093
62,1226.62,1.40951,0.68403,0.86543,0.78977,0.55028,0.62569,0.28658,1.76453,0.84234,0.99583,0.00180479,0.00180479,0.00180479
63,1236.03,1.34716,0.66005,0.86879,0.8032,0.5446,0.63087,0.29163,1.75518,0.86053,0.99158,0.00179856,0.00179856,0.00179856
64,1245.19,1.38509,0.67532,0.85944,0.77304,0.56183,0.6387,0.29873,1.72589,0.84445,0.99242,0.00179225,0.00179225,0.00179225
65,1255.58,1.33315,0.64902,0.86111,0.8035,0.55068,0.63869,0.29892,1.72422,0.83828,0.98355,0.00178586,0.00178586,0.00178586
66,1264.57,1.35176,0.65515,0.8597,0.79074,0.54536,0.62477,0.28033,1.75416,0.8516,0.98405,0.00177937,0.00177937,0.00177937
67,1273.57,1.3764,0.67133,0.86927,0.79964,0.54815,0.62887,0.2989,1.72976,0.84225,0.9916,0.00177281,0.00177281,0.00177281
68,1294.98,1.37101,0.66165,0.86662,0.80953,0.5267,0.6176,0.28192,1.78957,0.84524,0.99453,0.00176616,0.00176616,0.00176616
69,1304,1.35221,0.65152,0.85801,0.78907,0.54663,0.63169,0.28735,1.79383,0.84687,1.00063,0.00175943,0.00175943,0.00175943
70,1313.19,1.34695,0.65168,0.85616,0.79764,0.53168,0.61872,0.28231,1.79655,0.86557,1.00105,0.00175261,0.00175261,0.00175261
71,1322.31,1.32185,0.64225,0.85448,0.79266,0.55195,0.63492,0.30321,1.7248,0.82798,0.99332,0.00174571,0.00174571,0.00174571
72,1355.42,1.34324,0.65473,0.8573,0.7902,0.54688,0.62658,0.28754,1.77609,0.85006,0.9963,0.00173874,0.00173874,0.00173874
73,1374.32,1.36126,0.66403,0.8649,0.783,0.54316,0.62594,0.28955,1.75051,0.86556,0.98852,0.00173168,0.00173168,0.00173168
74,1383.2,1.36992,0.67098,0.8564,0.80753,0.52027,0.61616,0.28429,1.75308,0.87192,0.98975,0.00172454,0.00172454,0.00172454
75,1391.97,1.33684,0.65988,0.85959,0.79853,0.52408,0.61614,0.28727,1.73178,0.85572,0.99014,0.00171733,0.00171733,0.00171733
76,1441.95,1.34766,0.66559,0.86181,0.78934,0.54131,0.62447,0.28888,1.73976,0.84958,0.98099,0.00171004,0.00171004,0.00171004
77,1462.3,1.36917,0.6546,0.84834,0.81207,0.54334,0.64068,0.29977,1.75718,0.85618,0.99124,0.00170267,0.00170267,0.00170267
78,1478.15,1.34407,0.65044,0.85379,0.77507,0.55068,0.62861,0.28678,1.76344,0.86613,0.98639,0.00169522,0.00169522,0.00169522
79,1544.42,1.29064,0.62861,0.85519,0.78636,0.54194,0.62322,0.28859,1.73556,0.83497,0.9939,0.0016877,0.0016877,0.0016877
80,1555.97,1.32846,0.64677,0.85436,0.78474,0.5479,0.63002,0.29651,1.72459,0.84946,0.9809,0.00168011,0.00168011,0.00168011
81,1568.1,1.33013,0.64902,0.84887,0.80374,0.53497,0.6275,0.29134,1.73648,0.84386,0.98102,0.00167244,0.00167244,0.00167244
82,1580.91,1.34832,0.64945,0.85138,0.79177,0.54688,0.63021,0.29419,1.7391,0.82825,0.98681,0.0016647,0.0016647,0.0016647
83,1593.22,1.36923,0.65974,0.85332,0.80056,0.53345,0.61974,0.28677,1.73565,0.82994,0.99233,0.00165689,0.00165689,0.00165689
84,1605.12,1.34387,0.64492,0.84843,0.75655,0.55915,0.62187,0.29287,1.7415,0.85231,0.99437,0.001649,0.001649,0.001649
85,1622.59,1.35699,0.65173,0.85421,0.80839,0.54536,0.63712,0.3001,1.71455,0.82131,0.98768,0.00164105,0.00164105,0.00164105
86,1631.6,1.27699,0.6155,0.85002,0.7668,0.5517,0.63463,0.30227,1.7085,0.85257,0.99167,0.00163303,0.00163303,0.00163303
87,1652.68,1.3086,0.635,0.84958,0.79031,0.5441,0.63186,0.29604,1.73568,0.85719,0.9897,0.00162494,0.00162494,0.00162494
88,1661.57,1.317,0.6351,0.84993,0.78812,0.54739,0.62972,0.29045,1.76706,0.86474,0.99364,0.00161678,0.00161678,0.00161678
89,1670.77,1.34388,0.64108,0.848,0.78321,0.54739,0.62634,0.29071,1.78693,0.84492,1.00285,0.00160855,0.00160855,0.00160855
90,1679.77,1.28074,0.61591,0.84982,0.78881,0.55271,0.63674,0.30201,1.73072,0.83099,0.99027,0.00160026,0.00160026,0.00160026
91,1688.8,1.26743,0.61043,0.85133,0.79155,0.55814,0.64039,0.30483,1.71306,0.82719,0.9885,0.00159191,0.00159191,0.00159191
92,1698.21,1.38062,0.6587,0.84947,0.79707,0.54449,0.63243,0.30093,1.71903,0.83754,0.98779,0.00158349,0.00158349,0.00158349
93,1722.45,1.32387,0.63995,0.84982,0.81152,0.54207,0.63261,0.29272,1.73961,0.85078,0.98946,0.00157501,0.00157501,0.00157501
94,1731.58,1.26368,0.61172,0.85094,0.82954,0.53893,0.63668,0.29122,1.75749,0.84446,0.99472,0.00156646,0.00156646,0.00156646
95,1740.45,1.29378,0.62638,0.85116,0.82453,0.53928,0.63865,0.29837,1.74327,0.84517,0.99808,0.00155786,0.00155786,0.00155786
96,1750.45,1.27742,0.61919,0.84645,0.79486,0.54181,0.62206,0.28827,1.74277,0.82415,0.99572,0.00154919,0.00154919,0.00154919
97,1770.78,1.30766,0.63337,0.85164,0.80254,0.54207,0.62486,0.28562,1.75434,0.81884,0.99349,0.00154047,0.00154047,0.00154047
98,1785.6,1.30529,0.62271,0.84632,0.77336,0.55803,0.63318,0.29178,1.73778,0.86455,0.99335,0.00153169,0.00153169,0.00153169
99,1801.15,1.33251,0.63852,0.84771,0.78348,0.54587,0.62398,0.2853,1.75747,0.84892,0.99817,0.00152285,0.00152285,0.00152285
100,1810.27,1.31691,0.63261,0.84953,0.79719,0.54688,0.63773,0.2959,1.74115,0.82305,0.99192,0.00151395,0.00151395,0.00151395
101,1841.21,1.31544,0.63695,0.8519,0.7746,0.54693,0.62844,0.28968,1.78173,0.84621,1.00262,0.001505,0.001505,0.001505
102,1866.06,1.30607,0.62679,0.84481,0.78741,0.54257,0.62739,0.29159,1.74719,0.84562,1.00035,0.00149599,0.00149599,0.00149599
103,1928.72,1.29678,0.62101,0.84453,0.80333,0.537,0.63745,0.30347,1.71587,0.83259,0.99285,0.00148694,0.00148694,0.00148694
104,1937.89,1.29097,0.61877,0.84487,0.76133,0.54739,0.63543,0.29797,1.74254,0.84903,0.99781,0.00147783,0.00147783,0.00147783
105,1946.85,1.27655,0.61642,0.84767,0.79125,0.53599,0.62452,0.28679,1.75699,0.85234,0.99883,0.00146866,0.00146866,0.00146866
106,1956.13,1.26221,0.61191,0.85052,0.78383,0.53396,0.61874,0.2797,1.78927,0.84293,1.0066,0.00145945,0.00145945,0.00145945
107,1965.29,1.27169,0.61211,0.84369,0.79064,0.55018,0.63724,0.30035,1.74495,0.82504,0.99454,0.00145019,0.00145019,0.00145019
108,1974.44,1.29338,0.61705,0.84476,0.81383,0.54615,0.64389,0.30378,1.72409,0.8237,0.99277,0.00144088,0.00144088,0.00144088
109,1983.52,1.22599,0.59788,0.84642,0.79062,0.55398,0.63772,0.29689,1.73998,0.83105,0.99687,0.00143152,0.00143152,0.00143152
110,2005.36,1.27215,0.61376,0.84422,0.79777,0.55651,0.64386,0.30839,1.72164,0.82347,0.99569,0.00142212,0.00142212,0.00142212
111,2014.52,1.25975,0.59817,0.83963,0.80185,0.55727,0.64261,0.30649,1.71218,0.81936,0.99704,0.00141267,0.00141267,0.00141267
112,2050.14,1.27652,0.61697,0.84493,0.79444,0.54161,0.62653,0.29547,1.72548,0.8312,0.9926,0.00140318,0.00140318,0.00140318
113,2074.59,1.26646,0.61099,0.84505,0.80322,0.54562,0.63042,0.29555,1.74207,0.81311,1.00321,0.00139364,0.00139364,0.00139364
114,2097.4,1.26521,0.61439,0.83916,0.79266,0.54156,0.62897,0.30099,1.70965,0.83836,0.98189,0.00138406,0.00138406,0.00138406
115,2106.23,1.2045,0.57775,0.84011,0.79576,0.5522,0.64323,0.30432,1.72565,0.84976,0.99129,0.00137444,0.00137444,0.00137444
116,2115.19,1.27441,0.60608,0.83919,0.78781,0.55195,0.6347,0.3006,1.72598,0.8202,0.99877,0.00136478,0.00136478,0.00136478
117,2124.19,1.23743,0.58808,0.8437,0.80494,0.55322,0.64311,0.30813,1.70475,0.81599,0.99771,0.00135509,0.00135509,0.00135509
118,2133.14,1.25241,0.59674,0.84093,0.81731,0.55195,0.64822,0.30873,1.70598,0.81996,0.99557,0.00134535,0.00134535,0.00134535
119,2142.13,1.22551,0.58609,0.83959,0.81569,0.53599,0.63623,0.30034,1.73893,0.84972,0.99162,0.00133558,0.00133558,0.00133558
120,2150.95,1.25098,0.59871,0.8455,0.78135,0.56783,0.64833,0.30453,1.71978,0.82488,0.99374,0.00132577,0.00132577,0.00132577
121,2167.4,1.19983,0.58517,0.83974,0.78576,0.56285,0.63729,0.29876,1.71098,0.82697,0.98865,0.00131593,0.00131593,0.00131593
122,2176.5,1.2464,0.60122,0.84167,0.79842,0.54905,0.63798,0.29911,1.72148,0.81012,0.99826,0.00130605,0.00130605,0.00130605
123,2187.19,1.22604,0.58358,0.8332,0.80486,0.55803,0.6436,0.3019,1.73856,0.84413,0.99781,0.00129614,0.00129614,0.00129614
124,2199.34,1.24531,0.59056,0.83888,0.81021,0.54635,0.63864,0.29824,1.72571,0.86014,0.99069,0.0012862,0.0012862,0.0012862
125,2218.47,1.2949,0.61766,0.83978,0.77303,0.57146,0.63924,0.30027,1.71366,0.83966,0.99011,0.00127623,0.00127623,0.00127623
126,2231.54,1.25731,0.59643,0.84054,0.78393,0.5522,0.63547,0.28902,1.75397,0.84964,0.99495,0.00126623,0.00126623,0.00126623
127,2246.02,1.2267,0.58163,0.83562,0.79554,0.55829,0.64557,0.30489,1.7242,0.81108,0.99454,0.0012562,0.0012562,0.0012562
128,2255.2,1.22624,0.58517,0.84124,0.79601,0.55322,0.64333,0.30567,1.72631,0.81445,0.99623,0.00124615,0.00124615,0.00124615
129,2264.4,1.25775,0.59639,0.83529,0.78853,0.55905,0.64121,0.30114,1.71254,0.81742,0.99055,0.00123607,0.00123607,0.00123607
130,2273.4,1.20084,0.57078,0.83458,0.78838,0.55271,0.63837,0.30332,1.71247,0.83518,0.99254,0.00122596,0.00122596,0.00122596
131,2292,1.22608,0.58841,0.83367,0.78799,0.56386,0.64811,0.30772,1.70965,0.83825,0.99172,0.00121583,0.00121583,0.00121583
132,2301.27,1.16378,0.56541,0.83168,0.80448,0.56361,0.64739,0.30549,1.72705,0.82603,0.99833,0.00120568,0.00120568,0.00120568
133,2344.15,1.20232,0.57784,0.83258,0.77538,0.57124,0.64833,0.30765,1.71625,0.82833,0.99259,0.00119551,0.00119551,0.00119551
134,2365.01,1.23862,0.59441,0.83688,0.79524,0.56589,0.64446,0.3016,1.74051,0.82595,0.99668,0.00118531,0.00118531,0.00118531
135,2384.22,1.20789,0.58301,0.83549,0.76615,0.56285,0.63422,0.29568,1.73588,0.83935,1.00159,0.0011751,0.0011751,0.0011751
136,2397.15,1.21772,0.57694,0.83537,0.79418,0.55055,0.63438,0.28798,1.76313,0.84451,0.99607,0.00116487,0.00116487,0.00116487
137,2408.31,1.20746,0.58078,0.83599,0.79884,0.54942,0.64029,0.30122,1.72606,0.83273,0.98608,0.00115462,0.00115462,0.00115462
138,2428.65,1.17086,0.55764,0.83135,0.80091,0.55043,0.64088,0.30278,1.71194,0.86515,0.98504,0.00114436,0.00114436,0.00114436
139,2437.75,1.18305,0.5683,0.83226,0.77342,0.56361,0.63995,0.30244,1.7206,0.83314,0.99026,0.00113408,0.00113408,0.00113408
140,2469.94,1.24208,0.58997,0.83533,0.78971,0.55981,0.64281,0.30428,1.73648,0.81459,0.99876,0.00112379,0.00112379,0.00112379
141,2479.01,1.17648,0.56368,0.835,0.80987,0.56209,0.65237,0.30907,1.71761,0.80555,1.00021,0.00111348,0.00111348,0.00111348
142,2488.02,1.14542,0.54688,0.83261,0.79601,0.55575,0.64508,0.30198,1.73221,0.80399,0.99639,0.00110317,0.00110317,0.00110317
143,2497.17,1.23305,0.58449,0.83039,0.77891,0.56694,0.64428,0.30666,1.71245,0.8197,0.99363,0.00109284,0.00109284,0.00109284
144,2506.1,1.20147,0.57459,0.8321,0.78533,0.56488,0.6453,0.29936,1.73276,0.83455,0.99787,0.00108251,0.00108251,0.00108251
145,2518.97,1.1876,0.5727,0.83071,0.79123,0.56031,0.64105,0.29817,1.7294,0.82731,1.00159,0.00107216,0.00107216,0.00107216
146,2538.43,1.22904,0.5825,0.82575,0.81306,0.54511,0.64202,0.29447,1.7425,0.82913,0.99699,0.00106181,0.00106181,0.00106181
147,2547.39,1.19894,0.57478,0.83398,0.78105,0.5641,0.64737,0.2997,1.74115,0.8388,0.9918,0.00105146,0.00105146,0.00105146
148,2556.38,1.1416,0.55222,0.83096,0.78041,0.56589,0.64285,0.30018,1.72023,0.81988,0.98662,0.0010411,0.0010411,0.0010411
149,2565.21,1.13876,0.54974,0.83002,0.78273,0.56058,0.64623,0.30263,1.7177,0.84174,0.98703,0.00103073,0.00103073,0.00103073
150,2587.91,1.18987,0.5726,0.83298,0.81396,0.54714,0.6384,0.30005,1.73415,0.81803,0.99516,0.00102037,0.00102037,0.00102037
151,2600.06,1.18313,0.56173,0.82736,0.80499,0.55548,0.64105,0.30148,1.74707,0.82584,1.00503,0.00101,0.00101,0.00101
152,2609.29,1.19858,0.56988,0.83112,0.78515,0.56308,0.64011,0.29648,1.75212,0.846,0.99951,0.000999633,0.000999633,0.000999633
153,2628.51,1.20657,0.57179,0.83133,0.78017,0.56572,0.64487,0.30955,1.70725,0.8124,0.99574,0.000989267,0.000989267,0.000989267
154,2637.49,1.12138,0.53983,0.83104,0.78685,0.56589,0.64681,0.3105,1.70339,0.81791,0.99633,0.000978903,0.000978903,0.000978903
155,2650.19,1.16237,0.55607,0.82847,0.77606,0.56817,0.64595,0.30247,1.72409,0.81602,0.9991,0.000968543,0.000968543,0.000968543
156,2659.48,1.19494,0.56724,0.82728,0.77208,0.56572,0.63887,0.2979,1.73591,0.82398,0.99948,0.000958187,0.000958187,0.000958187
157,2668.21,1.15311,0.55464,0.82781,0.79415,0.55702,0.6436,0.29905,1.73939,0.84208,1.00201,0.000947837,0.000947837,0.000947837
158,2685.88,1.17204,0.55781,0.82863,0.79069,0.55333,0.6381,0.30035,1.7132,0.80444,0.99888,0.000937494,0.000937494,0.000937494
159,2695.1,1.12467,0.53765,0.8282,0.81022,0.55347,0.64331,0.30875,1.69064,0.81695,0.98878,0.000927159,0.000927159,0.000927159
160,2704.08,1.15556,0.55013,0.82741,0.799,0.5593,0.65096,0.3057,1.72486,0.83473,0.99311,0.000916833,0.000916833,0.000916833
161,2713,1.14892,0.5516,0.82925,0.81177,0.54427,0.64242,0.30396,1.72357,0.84321,1.0031,0.000906517,0.000906517,0.000906517
162,2749.73,1.15758,0.56207,0.82452,0.79207,0.55799,0.63968,0.30031,1.73062,0.82992,1.01399,0.000896212,0.000896212,0.000896212
163,2777.03,1.14527,0.54716,0.82432,0.77052,0.5701,0.64058,0.30447,1.72056,0.8232,0.99663,0.00088592,0.00088592,0.00088592
164,2786.2,1.16732,0.5643,0.83161,0.79098,0.561,0.64524,0.30363,1.72628,0.81432,0.99973,0.000875642,0.000875642,0.000875642
165,2804.11,1.17111,0.56,0.82789,0.80463,0.5441,0.63746,0.30252,1.73316,0.83143,0.99534,0.000865378,0.000865378,0.000865378
166,2816.76,1.11492,0.53647,0.82672,0.79107,0.55829,0.64293,0.30509,1.73453,0.81205,1.00099,0.00085513,0.00085513,0.00085513
167,2825.93,1.10024,0.53088,0.82178,0.79435,0.56183,0.64654,0.30654,1.7232,0.83501,0.9974,0.000844899,0.000844899,0.000844899
168,2834.93,1.14634,0.55475,0.82588,0.80768,0.54811,0.64502,0.30148,1.73065,0.85627,0.99086,0.000834686,0.000834686,0.000834686
169,2844.51,1.15497,0.55189,0.82379,0.81586,0.54486,0.64395,0.3062,1.71863,0.82368,0.99103,0.000824492,0.000824492,0.000824492
170,2853.46,1.1276,0.54088,0.82561,0.79351,0.55829,0.64909,0.30867,1.71656,0.80285,0.99904,0.000814319,0.000814319,0.000814319
171,2862.28,1.13612,0.54275,0.82606,0.78729,0.56467,0.64935,0.30088,1.73071,0.81364,0.99947,0.000804167,0.000804167,0.000804167
172,2871.19,1.09963,0.53256,0.82672,0.77304,0.56944,0.64517,0.30299,1.73026,0.81741,1.00313,0.000794038,0.000794038,0.000794038
173,2887,1.11825,0.53338,0.82149,0.80551,0.54612,0.64332,0.29779,1.73997,0.8476,1.00002,0.000783933,0.000783933,0.000783933
174,2907.91,1.12371,0.53525,0.82249,0.80446,0.5593,0.64806,0.30585,1.71699,0.81111,0.99812,0.000773852,0.000773852,0.000773852
175,2930.1,1.11792,0.53669,0.82562,0.80154,0.55043,0.63813,0.29628,1.7312,0.81158,0.99892,0.000763797,0.000763797,0.000763797
176,2941.21,1.09724,0.53235,0.8203,0.78846,0.55702,0.64511,0.30445,1.72027,0.8309,0.99854,0.000753769,0.000753769,0.000753769
177,2982.72,1.09357,0.52852,0.82454,0.7984,0.56031,0.65071,0.30745,1.71432,0.81408,0.99844,0.000743769,0.000743769,0.000743769
178,2991.24,1.11544,0.53849,0.82051,0.82185,0.54562,0.64332,0.30293,1.70619,0.81645,0.98263,0.000733799,0.000733799,0.000733799
179,3000.83,1.10597,0.5336,0.82331,0.79767,0.55449,0.64109,0.29956,1.73692,0.81254,0.9937,0.000723859,0.000723859,0.000723859
180,3027.68,1.13669,0.54053,0.82229,0.79689,0.56474,0.64842,0.30555,1.71545,0.80969,0.99169,0.00071395,0.00071395,0.00071395
181,3036.27,1.10188,0.52771,0.82219,0.80503,0.5669,0.6526,0.31079,1.70183,0.80893,0.99572,0.000704073,0.000704073,0.000704073
182,3044.8,1.10671,0.52656,0.82373,0.79838,0.5669,0.65114,0.30418,1.73668,0.81932,1.00842,0.00069423,0.00069423,0.00069423
183,3057.97,1.16116,0.54626,0.81979,0.79708,0.55647,0.64353,0.30118,1.74157,0.8281,1.00731,0.000684422,0.000684422,0.000684422
184,3084.51,1.09019,0.52599,0.82572,0.81229,0.5549,0.64787,0.30758,1.72565,0.81954,0.99982,0.000674649,0.000674649,0.000674649
